year,province,avg_temperature,avg_humidity,total_precipitation,total_rainfall,total_et0,avg_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,avg_soil_moisture_28_to_100cm,avg_soil_moisture,city_count,total_hourly_records
2023,Papua Selatan,26.338510273972602,84.60844748858447,3152.6,3152.6,1370.795,0.4658654109589041,0.46991943493150684,0.4755344748858447,0.4704397735920853,4,35040
2023,Papua Tengah,21.109182648401827,89.34513698630137,3397.34,3397.34,1196.888,0.4024157534246576,0.40482226027397256,0.40324417808219176,0.4034940639269406,5,43800
2023,Riau,26.217139269406392,88.16607305936073,3301.8599999999997,3301.8599999999997,1348.5040000000001,0.4135176484018265,0.4153199315068493,0.4167649543378996,0.41520084474885843,5,43800
2023,Sulawesi Barat,25.464502283105023,84.33486301369862,2231.88,2231.88,1475.336,0.3705865753424658,0.3668366210045662,0.36969383561643837,0.36903901065449013,5,43800
2023,Sulawesi Selatan,27.183917808219178,78.30031963470319,1811.1,1811.1,1650.2420000000002,0.35438004566210046,0.3540901598173516,0.35959146118721463,0.3560205555555555,5,43800
2023,Sulawesi Tengah,26.663815068493147,83.51002283105024,2161.3199999999997,2161.3199999999997,1471.618,0.37838335616438357,0.37470477168949773,0.3767418949771689,0.3766100076103501,5,43800
2023,Sulawesi Tenggara,26.55210273972603,81.12173515981735,1838.02,1838.02,1582.118,0.30683269406392694,0.3045689726027397,0.3152256392694064,0.3088757686453577,5,43800
2023,Sulawesi Utara,25.759093607305935,84.27219178082191,2447.2799999999997,2447.2799999999997,1459.304,0.33769888698630135,0.33549894406392694,0.3348699771689498,0.336022602739726,5,43800
2023,Sumatera Barat,23.64688584474886,88.62082191780823,3505.84,3505.84,1245.136,0.4124206621004566,0.41295618721461186,0.40655178082191784,0.4106428767123288,5,43800
2023,Sumatera Selatan,26.75874885844749,83.12643835616439,2826.68,2826.68,1463.558,0.41684452054794524,0.4160603652968037,0.4155411643835617,0.4161486834094369,5,43800
2023,Sumatera Utara,24.659673515981734,90.15086757990868,3984.3,3984.3,1265.716,0.4243255936073059,0.42500993150684935,0.42254780821917814,0.4239611111111111,5,43800
2024,Aceh,26.354829234972676,85.0436475409836,2652.92,2652.92,1377.8139999999999,0.35090557832422586,0.3442155510018215,0.34423854735883425,0.34645322556162716,5,43920
2024,Bali,25.997843806921672,83.50314207650273,2497.6800000000003,2497.6800000000003,1468.164,0.25061876138433514,0.23488797814207651,0.23236354735883422,0.23929009562841527,5,43920
2024,Banten,26.870437158469947,81.92065118397086,2586.08,2586.08,1469.3200000000002,0.3624326047358834,0.35902270036429873,0.3567829462659381,0.3594127504553734,5,43920
